4|22|6.05|1750569309517|1
5|50|198.0|1750571915193|1
6|51|350.0|1750573136345|1
8|3|6.57|1750651645625|1
9|31|30.0|1750654565952|1
10|36|4.67|1750696903172|1
11|2|3.88|1750697585705|1
12|50|30.35|1750703953566|1
13|52|123.28|1750707057443|1
14|29|5.88|1750707202390|1
15|3|7.48|1750746451840|1
16|16|25.08|1750747839328|1
17|62|19.05|1750767893574|1
18|60|9.85|1750811721721|1
19|36|4.85|1750821462594|1
20|3|5.16|1750822838297|1
21|36|13.55|1750872746893|1
22|29|3.0|1750886448237|1
24|2|53.0|1750910225961|1
25|60|13.49|1750952891496|1
26|45|8.06|1750974518200|1
27|13|17.58|1750995921031|1
28|2|7.94|1751058026360|1
29|36|13.54|1751058031988|1
30|33|11.21|1751058044039|1
31|36|3.67|1751058396459|1
32|31|5.26|1751064220489|1
33|2|5.07|1751074894254|1
34|16|44.68|1751082606159|1
35|60|32.96|1751084940587|1
36|61|25.83|1751085916735|1
37|62|18.6|1751088865258|1
38|40|32.0|1751098460409|1
39|40|21.1|1751099193614|1
40|2|6.24|1751135340455|1
41|33|7.9|1751136113728|1
42|13|10.0|1751137167108|1
43|12|10.15|1751170785936|1
44|13|5.12|1751171566786|1
45|36|6.08|1751230977319|1
46|2|11.33|1751241614120|1
47|79|14.45|1751300718658|1
48|36|5.0|1751314023462|1
49|23|2.83|1751425893723|1
50|16|4.97|1751478270204|1
51|61|14.03|1751478945220|1
52|62|5.95|1751483293604|1
53|2|6.42|1751495865389|1
54|44|6.0|1751519817214|1
55|40|5.2|1751558392770|1
56|40|54.2|1751563237398|1
57|40|49.2|1751565044110|1
58|40|7.5|1751566608291|1
59|13|8.02|1751577537929|1
60|12|4.95|1751605588750|1
61|45|7.1|1751649997877|1
62|33|6.1|1751660131437|1
63|22|9.07|1751762498366|1
64|23|6.0|1751770496716|1
65|40|5.12|1751919331917|1
66|45|11.93|1751919344801|1
67|16|23.6|1752033696412|1
68|61|35.79|1752033703462|1
69|62|21.61|1752033710544|1
70|60|21.07|1752034879465|1
71|33|12.5|1752079294126|1
72|81|18.15|1752128641322|1
73|45|14.06|1752163187066|1
74|32|25.66|1752163692523|1
77|40|39.4|1752164550699|1
78|88|2.56|1752166337684|1
79|18|2.5|1752188991360|1
80|61|20.21|1752251464574|1
81|16|37.74|1752251499626|1
82|62|40.25|1752252504769|1
83|79|2.0|1752306700707|1
84|28|5.77|1752334084585|1
85|40|10.0|1752334733321|1
86|79|5.0|1752419483156|1
87|5|7.0|1752425331811|1
88|16|58.09|1752507608008|1
89|61|47.45|1752511247859|1
90|60|45.63|1752511850989|1
91|62|89.93|1752522322079|1
92|5|6.0|1752528578179|1
93|24|5.55|1752532227373|1
94|23|12.56|1752614382050|1
95|40|212.1|1752791256642|1
96|22|14.67|1753061717447|1
97|60|80.6|1753119642835|1
98|22|14.59|1753203045237|1
99|22|11.84|1753245304353|1
100|13|7.24|1753340341459|1
101|13|3.08|1753580633111|1
102|13|5.0|1753580978164|1
103|13|6.13|1753660046427|1
104|22|7.04|1753661333434|1
105|3|13.36|1753820394318|1
106|3|3.57|1753919788292|1
107|24|7.81|1755555852704|1
108|2|55.83|1755980965848|1
109|24|13.87|1756936994194|1
110|2|3.99|1756937101862|1
111|30|8.18|1757084028830|1
112|116|4.76|1757113570262|1
113|28|3.92|1757114233586|1
114|39|8.75|1757258522849|1
115|39|3.46|1757258642393|1
116|107|29.44|1757260535014|1
117|44|2.4|1757264595254|1
118|17|4.15|1757280612542|1
119|39|34.62|1757341193442|1
120|39|3.56|1757341329970|1
121|2|2.99|1757341627480|1
122|24|3.66|1757348198749|1
123|33|8.91|1757377067395|1
124|2|1.82|1757377479222|1
125|39|1.5|1757423547353|1
126|39|14.3|1757423817184|1
127|2|5.96|1757526334904|1
128|112|9.32|1757529615719|1
129|24|4.44|1757541133509|1
130|2|3.46|1757613131159|1
131|40|11.44|1757620954984|1
132|112|3.6|1757639272588|1
133|28|7.64|1757734990848|1
134|74|34.09|1757735218898|1
135|40|2.16|1757860121301|1
136|112|10.88|1757860415700|1
137|40|9.84|1757906713711|1
138|112|34.56|1757906846596|1
139|2|8.82|1757963839551|1
140|40|15.4|1758044701933|1
141|32|74.99|1758047832043|1
142|120|56.02|1758049661982|1
143|120|1.0|1758049774894|1
144|110|28.0|1758217104526|1
145|2|34.8|1758243664975|1
